block_end_step,block_win_rate,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,rearm_streak,rate_warmup_remaining
46699,0.42000000,0.34058893,0.48146775,-0.14087881,1,0,0,0,0
46799,0.50000000,0.37247115,0.48165307,-0.10918192,1,0,0,0,0
46899,0.29000000,0.35597692,0.47973654,-0.12375962,1,0,0,0,0
46999,0.23000000,0.33078153,0.47723917,-0.14645764,1,0,0,0,0
47099,0.26000000,0.31662523,0.47506678,-0.15844155,1,0,0,0,0
47199,0.32000000,0.31730018,0.47351611,-0.15621593,1,0,0,0,0
47299,0.48000000,0.34984015,0.47358095,-0.12374081,1,0,0,0,0
47399,0.38000000,0.35587212,0.47264514,-0.11677303,1,0,0,0,0
47499,0.44000000,0.37269769,0.47231869,-0.09962100,1,0,0,0,0
47599,0.25000000,0.34815815,0.47009550,-0.12193735,1,0,0,0,0
47699,0.39000000,0.35652652,0.46929455,-0.11276802,1,0,0,0,0
47799,0.49000000,0.38322122,0.46950160,-0.08628038,1,0,0,0,0
47899,0.65000000,0.43657698,0.47130659,-0.03472961,1,0,0,0,0
47999,0.48000000,0.44526158,0.47139352,-0.02613194,1,0,0,0,0
48099,0.31000000,0.41820926,0.46977959,-0.05157032,1,0,0,0,0
48199,0.12000000,0.35856741,0.46628179,-0.10771438,1,0,0,0,0
48299,0.08000000,0.30285393,0.46241897,-0.15956504,1,0,0,0,0
48399,0.05000000,0.25228314,0.45829478,-0.20601164,1,0,0,0,0
48499,0.14000000,0.22982651,0.45511183,-0.22528532,1,0,0,0,0
48599,0.29000000,0.24186121,0.45346072,-0.21159950,1,0,0,0,0
48699,0.31000000,0.25548897,0.45202611,-0.19653714,1,0,0,0,0
48799,0.31000000,0.26639118,0.45060585,-0.18421467,1,0,0,0,0
48899,0.69000000,0.35111294,0.45299979,-0.10188685,1,0,0,0,0
48999,0.73000000,0.42689035,0.45576979,-0.02887944,1,0,0,0,0
49099,0.25000000,0.39151228,0.45371209,-0.06219981,1,0,0,0,0
49199,0.25000000,0.36320983,0.45167497,-0.08846515,1,0,0,0,0
49299,0.15000000,0.32056786,0.44865822,-0.12809036,1,0,0,0,0
49399,0.09000000,0.27445429,0.44507164,-0.17061735,1,0,0,0,0
49499,0.13000000,0.24556343,0.44192092,-0.19635749,1,0,0,0,0
49599,0.16000000,0.22845074,0.43910172,-0.21065097,1,0,0,0,0
49699,0.21000000,0.22476060,0.43681070,-0.21205010,1,0,0,0,0
49799,0.21000000,0.22180848,0.43454259,-0.21273411,1,0,0,0,0
49899,0.05000000,0.18744678,0.43069717,-0.24325038,1,0,0,0,0
49999,0.15000000,0.17995742,0.42789019,-0.24793277,1,0,0,0,0
50099,0.65000000,0.27396594,0.43011129,-0.15614535,1,0,0,0,0
50199,0.90000000,0.39917275,0.43481018,-0.03563743,1,0,0,0,0
50299,0.76000000,0.47133820,0.43806208,0.03327612,1,0,0,0,0
50399,0.81000000,0.53907056,0.44178146,0.09728911,1,0,0,0,0
50499,0.76000000,0.58325645,0.44496364,0.13829281,1,0,0,0,0
50599,0.71000000,0.60860516,0.44761401,0.16099115,1,0,1,0,0
50699,0.76000000,0.63888413,0.45073787,0.18814626,1,0,2,0,0
50799,0.69000000,0.64910730,0.45313049,0.19597682,0,1,0,0,0
50899,0.75000000,0.66928584,0.45609918,0.21318666,0,0,0,0,0
50999,0.72000000,0.67942867,0.45873819,0.22069048,0,0,0,0,0
51099,0.55000000,0.65354294,0.45965081,0.19389213,0,0,0,0,0
51199,0.70000000,0.66283435,0.46205430,0.20078005,0,0,0,0,0
51299,0.62000000,0.65426748,0.46363376,0.19063372,0,0,0,0,0
51399,0.75000000,0.67341398,0.46649742,0.20691657,0,0,0,0,0
51499,0.67000000,0.67273119,0.46853245,0.20419874,0,0,0,0,0
51599,0.86000000,0.71018495,0.47244712,0.23773783,0,0,0,0,0
51699,0.80000000,0.72814796,0.47572265,0.25242531,0,0,0,0,0
51799,0.75000000,0.73251837,0.47846542,0.25405295,0,0,0,0,0
51899,0.90000000,0.76601469,0.48268077,0.28333393,0,0,0,0,0
51999,0.82000000,0.77681176,0.48605396,0.29075779,0,0,0,0,0
52099,0.44000000,0.70944940,0.48559342,0.22385598,0,0,0,0,0
52199,0.84000000,0.73555952,0.48913749,0.24642204,0,0,0,0,0
52299,0.67000000,0.72244762,0.49094611,0.23150151,0,0,0,0,0
52399,0.57000000,0.69195810,0.49173665,0.20022144,0,0,0,0,0
52499,0.71000000,0.69556648,0.49391928,0.20164719,0,0,0,0,0
52599,0.81000000,0.71845318,0.49708009,0.22137309,0,0,0,0,0
52699,0.70000000,0.71476254,0.49910929,0.21565325,0,0,0,0,0
52799,0.82000000,0.73581004,0.50231820,0.23349184,0,0,0,0,0
52899,0.73000000,0.73464803,0.50459502,0.23005301,0,0,0,0,0
52999,0.73000000,0.73371842,0.50684907,0.22686936,0,0,0,0,0
53099,0.61000000,0.70897474,0.50788058,0.20109416,0,0,0,0,0
53199,0.62000000,0.69117979,0.50900177,0.18217802,0,0,0,0,0
53299,0.68000000,0.68894383,0.51071175,0.17823208,0,0,0,0,0
53399,0.61000000,0.67315507,0.51170463,0.16145043,0,0,0,0,0
53499,0.70000000,0.67852405,0.51358759,0.16493646,0,0,0,0,0
53599,0.67000000,0.67681924,0.51515171,0.16166753,0,0,0,0,0
53699,0.54000000,0.64945539,0.51540019,0.13405520,0,0,0,0,0
53799,0.54000000,0.62756432,0.51564619,0.11191812,0,0,0,0,0
53899,0.52000000,0.60605145,0.51568973,0.09036172,0,0,0,0,0
53999,0.47000000,0.57884116,0.51523283,0.06360833,0,0,0,0,0
54099,0.54000000,0.57107293,0.51548051,0.05559242,0,0,0,0,0
54199,0.43000000,0.54285834,0.51462570,0.02823264,0,0,0,1,0
54299,0.45000000,0.52428667,0.51397944,0.01030723,0,0,0,2,0
54399,0.43000000,0.50542934,0.51313965,-0.00771031,0,0,0,3,0
54499,0.33000000,0.47034347,0.51130825,-0.04096478,0,0,0,4,0
54599,0.44000000,0.46427478,0.51059517,-0.04632039,1,0,0,0,0
54699,0.56000000,0.48341982,0.51108922,-0.02766940,1,0,0,0,0
54799,0.65000000,0.51673586,0.51247833,0.00425753,1,0,0,0,0
54899,0.48000000,0.50938869,0.51215354,-0.00276486,1,0,0,0,0
54999,0.55000000,0.51751095,0.51253201,0.00497894,1,0,0,0,0
55099,0.87000000,0.58800876,0.51610669,0.07190207,1,0,0,0,0
55199,1.00000000,0.67040701,0.52094562,0.14946139,1,0,0,0,0
55299,1.00000000,0.73632561,0.52573616,0.21058944,1,0,1,0,0
55399,1.00000000,0.78906048,0.53047880,0.25858168,1,0,2,0,0
55499,1.00000000,0.83124839,0.53517401,0.29607437,0,1,0,0,0
55599,1.00000000,0.86499871,0.53982227,0.32517644,0,0,0,0,0
55699,1.00000000,0.89199897,0.54442405,0.34757492,0,0,0,0,0
55799,1.00000000,0.91359917,0.54897981,0.36461936,0,0,0,0,0
55899,1.00000000,0.93087934,0.55349001,0.37738933,0,0,0,0,0
55999,1.00000000,0.94470347,0.55795511,0.38674836,0,0,0,0,0
56099,0.06000000,0.76776278,0.55297556,0.21478722,0,0,0,0,0
56199,0.36000000,0.68621022,0.55104581,0.13516442,0,0,0,0,0
56299,0.93000000,0.73496818,0.55483535,0.18013283,0,0,0,0,0
56399,0.92000000,0.77197454,0.55848699,0.21348755,0,0,0,0,0
56499,0.97000000,0.81157963,0.56260212,0.24897751,0,0,0,0,0
56599,0.99000000,0.84726371,0.56687610,0.28038760,0,0,0,0,0
56699,1.00000000,0.87781097,0.57120734,0.30660362,0,0,0,0,0
56799,1.00000000,0.90224877,0.57549527,0.32675350,0,0,0,0,0
56899,1.00000000,0.92179902,0.57974032,0.34205870,0,0,0,0,0
56999,1.00000000,0.93743921,0.58394291,0.35349630,0,0,0,0,0
57099,0.92000000,0.93395137,0.58730348,0.34664789,0,0,0,0,0
57199,0.97000000,0.94116110,0.59113045,0.35003065,0,0,0,0,0
57299,1.00000000,0.95292888,0.59521914,0.35770973,0,0,0,0,0
57399,0.99000000,0.96034310,0.59916695,0.36117615,0,0,0,0,0
57499,1.00000000,0.96827448,0.60317528,0.36509920,0,0,0,0,0
57599,1.00000000,0.97461959,0.60714353,0.36747605,0,0,0,0,0
57699,1.00000000,0.97969567,0.61107210,0.36862357,0,0,0,0,0
57799,1.00000000,0.98375653,0.61496137,0.36879516,0,0,0,0,0
57899,0.99000000,0.98500523,0.61871176,0.36629347,0,0,0,0,0
57999,0.99000000,0.98600418,0.62242464,0.36357954,0,0,0,0,0
58099,0.96000000,0.98080335,0.62580040,0.35500295,0,0,0,0,0
58199,0.94000000,0.97264268,0.62894239,0.34370028,0,0,0,0,0
58299,0.99000000,0.97611414,0.63255297,0.34356117,0,0,0,0,0
58399,0.97000000,0.97489131,0.63592744,0.33896387,0,0,0,0,0
58499,0.98000000,0.97591305,0.63936816,0.33654489,0,0,0,0,0
58599,0.97000000,0.97473044,0.64267448,0.33205596,0,0,0,0,0
58699,0.98000000,0.97578435,0.64604774,0.32973661,0,0,0,0,0
58799,0.99000000,0.97862748,0.64948726,0.32914022,0,0,0,0,0
58899,0.97000000,0.97690199,0.65269239,0.32420960,0,0,0,0,0
58999,0.97000000,0.97552159,0.65586546,0.31965612,0,0,0,0,0
59099,0.83000000,0.94641727,0.65760681,0.28881046,0,0,0,0,0
59199,0.93000000,0.94313382,0.66033074,0.28280307,0,0,0,0,0
59299,0.97000000,0.94850705,0.66342743,0.28507962,0,0,0,0,0
59399,0.94000000,0.94680564,0.66619316,0.28061248,0,0,0,0,0
59499,0.94000000,0.94544451,0.66893123,0.27651329,0,0,0,0,0
59599,0.90000000,0.93635561,0.67124192,0.26511370,0,0,0,0,0
59699,0.94000000,0.93708449,0.67392950,0.26315499,0,0,0,0,0
59799,0.92000000,0.93366759,0.67639020,0.25727739,0,0,0,0,0
59899,0.88000000,0.92293407,0.67842630,0.24450777,0,0,0,0,0
59999,0.88000000,0.91434726,0.68044204,0.23390522,0,0,0,0,0
60099,0.88000000,0.90747781,0.68243762,0.22504019,0,0,0,0,0
60199,0.55000000,0.83598225,0.68111324,0.15486901,0,0,0,0,0
60299,0.65000000,0.79878580,0.68080211,0.11798369,0,0,0,0,0
60399,0.68000000,0.77502864,0.68079409,0.09423455,0,0,0,0,0
60499,0.73000000,0.76602291,0.68128615,0.08473676,0,0,0,0,0
60599,0.78000000,0.76881833,0.68227328,0.08654504,0,0,0,0,0
60699,0.84000000,0.78305466,0.68385055,0.09920411,0,0,0,0,0
60799,0.86000000,0.79844373,0.68561205,0.11283168,0,0,0,0,0
60899,0.87000000,0.81275498,0.68745593,0.12529906,0,0,0,0,0
60999,0.77000000,0.80420399,0.68828137,0.11592262,0,0,0,0,0
61099,0.39000000,0.72136319,0.68529855,0.03606464,0,0,0,1,0
61199,0.39000000,0.65509055,0.68234557,-0.02725502,0,0,0,2,0
61299,0.61000000,0.64607244,0.68162211,-0.03554967,0,0,0,3,0
61399,0.74000000,0.66485795,0.68220589,-0.01734794,0,0,0,4,0
61499,0.74000000,0.67988636,0.68278383,-0.00289747,1,0,0,0,0
61599,0.66000000,0.67590909,0.68255599,-0.00664690,1,0,0,0,0
61699,0.79000000,0.69872727,0.68363043,0.01509684,1,0,0,0,0
61799,0.70000000,0.69898182,0.68379413,0.01518769,1,0,0,0,0
61899,0.67000000,0.69318545,0.68365619,0.00952927,1,0,0,0,0
61999,0.75000000,0.70454836,0.68431963,0.02022874,1,0,0,0,0
62099,0.69000000,0.70163869,0.68437643,0.01726226,1,0,0,0,0
62199,0.69000000,0.69931095,0.68443267,0.01487829,1,0,0,0,0
62299,0.67000000,0.69344876,0.68428834,0.00916042,1,0,0,0,0
62399,0.59000000,0.67275901,0.68334546,-0.01058645,1,0,0,0,0
62499,0.51000000,0.64020721,0.68161200,-0.04140479,1,0,0,0,0
62599,0.47000000,0.60616577,0.67949588,-0.07333011,1,0,0,0,0
62699,0.54000000,0.59293261,0.67810092,-0.08516831,1,0,0,0,0
62799,0.51000000,0.57634609,0.67641991,-0.10007382,1,0,0,0,0
62899,0.59000000,0.57907687,0.67555571,-0.09647884,1,0,0,0,0
62999,0.60000000,0.58326150,0.67480016,-0.09153866,1,0,0,0,0
63099,0.57000000,0.58060920,0.67375215,-0.09314296,1,0,0,0,0
63199,0.00000000,0.46448736,0.66701463,-0.20252727,1,0,0,0,0
63299,0.03000000,0.37758989,0.66064449,-0.28305460,1,0,0,0,0
63399,0.07000000,0.31607191,0.65473804,-0.33866613,1,0,0,0,0
63499,0.16000000,0.28485753,0.64979066,-0.36493313,1,0,0,0,0
63599,0.36000000,0.29988602,0.64689276,-0.34700673,1,0,0,0,0
63699,0.33000000,0.30590882,0.64372383,-0.33781501,1,0,0,0,0
63799,0.49000000,0.34272705,0.64218659,-0.29945954,1,0,0,0,0
63899,0.38000000,0.35018164,0.63956472,-0.28938308,1,0,0,0,0
63999,0.58000000,0.39614531,0.63896908,-0.24282376,1,0,0,0,0
64099,0.45000000,0.40691625,0.63707939,-0.23016313,1,0,0,0,0
64199,0.42000000,0.40953300,0.63490859,-0.22537559,1,0,0,0,0
64299,0.72000000,0.47162640,0.63575951,-0.16413310,1,0,0,0,0
64399,0.79000000,0.53530112,0.63730191,-0.10200079,1,0,0,0,0
64499,0.84000000,0.59624090,0.63932889,-0.04308799,1,0,0,0,0
64599,0.90000000,0.65699272,0.64193560,0.01505711,1,0,0,0,0
64699,0.85000000,0.69559417,0.64401625,0.05157793,1,0,0,0,0
64799,0.84000000,0.72447534,0.64597608,0.07849926,1,0,0,0,0
64899,0.79000000,0.73758027,0.64741632,0.09016395,1,0,0,0,0
64999,0.56000000,0.70206422,0.64654216,0.05552206,1,0,0,0,0
65099,0.20000000,0.60165137,0.64207674,-0.04042536,1,0,0,0,0
65199,0.21000000,0.52332110,0.63775597,-0.11443487,1,0,0,0,0
65299,0.31000000,0.48065688,0.63447841,-0.15382153,1,0,0,0,0
65399,0.36000000,0.45652550,0.63173363,-0.17520812,1,0,0,0,0
65499,0.43000000,0.45122040,0.62971629,-0.17849589,1,0,0,0,0
65599,0.69000000,0.49897632,0.63031913,-0.13134281,1,0,0,0,0
65699,0.61000000,0.52118106,0.63011594,-0.10893488,1,0,0,0,0
65799,0.77000000,0.57094485,0.63151478,-0.06056993,1,0,0,0,0
65899,0.60000000,0.57675588,0.63119963,-0.05444375,1,0,0,0,0
65999,0.65000000,0.59140470,0.63138763,-0.03998293,1,0,0,0,0
66099,0.40000000,0.55312376,0.62907376,-0.07595000,1,0,0,0,0
66199,0.10000000,0.46249901,0.62378302,-0.16128401,1,0,0,0,0
66299,0.18000000,0.40599921,0.61934519,-0.21334598,1,0,0,0,0
66399,0.45000000,0.41479937,0.61765174,-0.20285237,1,0,0,0,0
66499,0.45000000,0.42183949,0.61597522,-0.19413573,1,0,0,0,0
66599,0.83000000,0.50347159,0.61811547,-0.11464387,1,0,0,0,0
66699,0.58000000,0.51877728,0.61773431,-0.09895704,1,0,0,0,0
66799,0.62000000,0.53902182,0.61775697,-0.07873515,1,0,0,0,0
66899,0.70000000,0.57121746,0.61857940,-0.04736194,1,0,0,0,0
66999,0.66000000,0.58897396,0.61899361,-0.03001964,1,0,0,0,0
67099,0.85000000,0.64117917,0.62130367,0.01987550,1,0,0,0,0
67199,0.34000000,0.58094334,0.61849063,-0.03754730,1,0,0,0,0
67299,0.06000000,0.47675467,0.61290573,-0.13615106,1,0,0,0,0
67399,0.14000000,0.40940374,0.60817667,-0.19877293,1,0,0,0,0
67499,0.42000000,0.41152299,0.60629490,-0.19477191,1,0,0,0,0
67599,0.69000000,0.46721839,0.60713195,-0.13991356,1,0,0,0,0
67699,0.69000000,0.51177471,0.60796063,-0.09618592,1,0,0,0,0
67799,0.72000000,0.55341977,0.60908103,-0.05566126,1,0,0,0,0
67899,0.90000000,0.62273582,0.61199022,0.01074560,1,0,0,0,0
67999,0.88000000,0.67418865,0.61467032,0.05951834,1,0,0,0,0
68099,0.12000000,0.56335092,0.60972361,-0.04637269,1,0,0,0,0
68199,0.63000000,0.57668074,0.60992638,-0.03324564,1,0,0,0,0
68299,0.73000000,0.60734459,0.61112711,-0.00378252,1,0,0,0,0
68399,0.91000000,0.66787567,0.61411584,0.05375983,1,0,0,0,0
68499,0.71000000,0.67630054,0.61507468,0.06122585,1,0,0,0,0
68599,0.72000000,0.68504043,0.61612394,0.06891649,1,0,0,0,0
68699,0.68000000,0.68403234,0.61676270,0.06726965,1,0,0,0,0
68799,0.58000000,0.66322588,0.61639507,0.04683081,1,0,0,0,0
68899,0.68000000,0.66658070,0.61703112,0.04954958,1,0,0,0,0
68999,0.73000000,0.67926456,0.61816081,0.06110375,1,0,0,0,0
69099,0.90000000,0.72341165,0.62097920,0.10243245,1,0,0,0,0
69199,0.44000000,0.66672932,0.61916941,0.04755991,1,0,0,0,0
69299,0.49000000,0.63138345,0.61787771,0.01350574,1,0,0,0,0
69399,0.73000000,0.65110676,0.61899894,0.03210783,1,0,0,0,0
69499,0.67000000,0.65488541,0.61950895,0.03537646,1,0,0,0,0
69599,0.77000000,0.67790833,0.62101386,0.05689447,1,0,0,0,0
69699,0.60000000,0.66232666,0.62080372,0.04152294,1,0,0,0,0
69799,0.83000000,0.69586133,0.62289568,0.07296565,1,0,0,0,0
69899,0.80000000,0.71668906,0.62466673,0.09202234,1,0,0,0,0
69999,0.75000000,0.72335125,0.62592006,0.09743119,1,0,0,0,0
70099,0.58000000,0.69468100,0.62546086,0.06922014,1,0,0,0,0
70199,0.47000000,0.64974480,0.62390625,0.02583855,1,0,0,0,0
70299,0.69000000,0.65779584,0.62456719,0.03322865,1,0,0,0,0
70399,0.70000000,0.66623667,0.62532151,0.04091516,1,0,0,0,0
70499,0.77000000,0.68698934,0.62676830,0.06022104,1,0,0,0,0
70599,0.69000000,0.68759147,0.62740062,0.06019085,1,0,0,0,0
70699,0.49000000,0.64807318,0.62602661,0.02204657,1,0,0,0,0
70799,0.58000000,0.63445854,0.62556634,0.00889220,1,0,0,0,0
70899,0.64000000,0.63556683,0.62571068,0.00985615,1,0,0,0,0
70999,0.46000000,0.60045347,0.62405357,-0.02360011,1,0,0,0,0
71099,0.85000000,0.65036277,0.62631304,0.02404973,1,0,0,0,0
71199,0.31000000,0.58229022,0.62314991,-0.04085969,1,0,0,0,0
71299,0.19000000,0.50383217,0.61881841,-0.11498623,1,0,0,0,0
71399,0.46000000,0.49506574,0.61723022,-0.12216448,1,0,0,0,0
71499,0.53000000,0.50205259,0.61635792,-0.11430533,1,0,0,0,0
71599,0.42000000,0.48564207,0.61439434,-0.12875227,1,0,0,0,0
71699,0.32000000,0.45251366,0.61145040,-0.15893674,1,0,0,0,0
71799,0.28000000,0.41801093,0.60813590,-0.19012497,1,0,0,0,0
71899,0.28000000,0.39040874,0.60485454,-0.21444580,1,0,0,0,0
71999,0.32000000,0.37632699,0.60200599,-0.22567900,1,0,0,0,0
72099,0.85000000,0.47106159,0.60448593,-0.13342434,1,0,0,0,0
72199,0.12000000,0.40084928,0.59964107,-0.19879180,1,0,0,0,0
72299,0.10000000,0.34067942,0.59464466,-0.25396524,1,0,0,0,0
72399,0.16000000,0.30454354,0.59029821,-0.28575468,1,0,0,0,0
72499,0.16000000,0.27563483,0.58599523,-0.31036040,1,0,0,0,0
72599,0.16000000,0.25250786,0.58173528,-0.32922742,1,0,0,0,0
72699,0.17000000,0.23600629,0.57761793,-0.34161164,1,0,0,0,0
72799,0.17000000,0.22280503,0.57354175,-0.35073672,1,0,0,0,0
72899,0.35000000,0.24824403,0.57130633,-0.32306230,1,0,0,0,0
72999,0.35000000,0.26859522,0.56909327,-0.30049805,1,0,0,0,0
73099,0.92000000,0.39887618,0.57260233,-0.17372616,1,0,0,0,0
73199,0.98000000,0.51510094,0.57667631,-0.06157537,1,0,0,0,0
73299,0.96000000,0.60408075,0.58050955,0.02357120,1,0,0,0,0
73399,0.84000000,0.65126460,0.58310445,0.06816015,1,0,0,0,0
73499,0.08000000,0.53701168,0.57807341,-0.04106173,1,0,0,0,0
73599,0.13000000,0.45560935,0.57359267,-0.11798333,1,0,0,0,0
73699,0.24000000,0.41248748,0.57025675,-0.15776927,1,0,0,0,0
73799,0.30000000,0.38998998,0.56755418,-0.17756420,1,0,0,0,0
73899,0.39000000,0.38999198,0.56577864,-0.17578665,1,0,0,0,0
73999,0.39000000,0.38999359,0.56402085,-0.17402726,1,0,0,0,0
74099,0.60000000,0.43199487,0.56438064,-0.13238577,1,0,0,0,0
74199,0.23000000,0.39159590,0.56103684,-0.16944094,1,0,0,0,0
74299,0.27000000,0.36727672,0.55812647,-0.19084975,1,0,0,0,0
74399,0.19000000,0.33182137,0.55444520,-0.22262383,1,0,0,0,0
74499,0.33000000,0.33145710,0.55220075,-0.22074365,1,0,0,0,0
74599,0.35000000,0.33516568,0.55017874,-0.21501307,1,0,0,0,0
74699,0.25000000,0.31813254,0.54717696,-0.22904441,1,0,0,0,0
74799,0.28000000,0.31050603,0.54450519,-0.23399915,1,0,0,0,0
74899,0.38000000,0.32440483,0.54286014,-0.21845531,1,0,0,0,0
74999,0.24000000,0.30752386,0.53983153,-0.23230767,1,0,0,0,0
75099,0.29000000,0.30401909,0.53733322,-0.23331413,1,0,0,0,0
75199,0.16000000,0.27521527,0.53355989,-0.25834461,1,0,0,0,0
75299,0.15000000,0.25017222,0.52972429,-0.27955207,1,0,0,0,0
75399,0.16000000,0.23213777,0.52602704,-0.29388927,1,0,0,0,0
75499,0.37000000,0.25971022,0.52446677,-0.26475656,1,0,0,0,0
75599,0.57000000,0.32176818,0.52492211,-0.20315393,1,0,0,0,0
75699,0.56000000,0.36941454,0.52527289,-0.15585835,1,0,0,0,0
75799,0.37000000,0.36953163,0.52372016,-0.15418852,1,0,0,0,0
75899,0.36000000,0.36762531,0.52208296,-0.15445765,1,0,0,0,0
75999,0.49000000,0.39210024,0.52176213,-0.12966188,1,0,0,0,0
76099,0.71000000,0.45568020,0.52364450,-0.06796431,1,0,0,0,0
76199,0.22000000,0.40854416,0.52060806,-0.11206390,1,0,0,0,0
76299,0.29000000,0.38483533,0.51830198,-0.13346665,1,0,0,0,0
76399,0.36000000,0.37986826,0.51671896,-0.13685070,1,0,0,0,0
76499,0.37000000,0.37789461,0.51525177,-0.13735716,1,0,0,0,0
76599,0.33000000,0.36831569,0.51339925,-0.14508357,1,0,0,0,0
76699,0.41000000,0.37665255,0.51236526,-0.13571271,1,0,0,0,0
76799,0.11000000,0.32332204,0.50834161,-0.18501957,1,0,0,0,0
76899,0.45000000,0.34865763,0.50775819,-0.15910056,1,0,0,0,0
76999,0.41000000,0.36092611,0.50678061,-0.14585450,1,0,0,0,0
77099,0.53000000,0.39474088,0.50701280,-0.11227192,1,0,0,0,0
77199,0.26000000,0.36779271,0.50454267,-0.13674997,1,0,0,0,0
77299,0.54000000,0.40223417,0.50489725,-0.10266308,1,0,0,0,0
77399,0.70000000,0.46178733,0.50684828,-0.04506094,1,0,0,0,0
77499,0.56000000,0.48142987,0.50737979,-0.02594993,1,0,0,0,0
77599,0.48000000,0.48114389,0.50710599,-0.02596210,1,0,0,0,0
77699,0.32000000,0.44891511,0.50523493,-0.05631982,1,0,0,0,0
77799,0.41000000,0.44113209,0.50428259,-0.06315049,1,0,0,0,0
77899,0.41000000,0.43490567,0.50333976,-0.06843409,1,0,0,0,0
77999,0.22000000,0.39192454,0.50050636,-0.10858182,1,0,0,0,0
78099,0.43000000,0.39953963,0.49980130,-0.10026167,1,0,0,0,0
78199,0.27000000,0.37363170,0.49750329,-0.12387158,1,0,0,0,0
78299,0.40000000,0.37890536,0.49652825,-0.11762289,1,0,0,0,0
78399,0.17000000,0.33712429,0.49326297,-0.15613868,1,0,0,0,0
78499,0.19000000,0.30769943,0.49023034,-0.18253091,1,0,0,0,0
78599,0.19000000,0.28415955,0.48722804,-0.20306849,1,0,0,0,0
78699,0.16000000,0.25932764,0.48395576,-0.22462812,1,0,0,0,0
78799,0.21000000,0.24946211,0.48121620,-0.23175409,1,0,0,0,0
78899,0.10000000,0.21956969,0.47740404,-0.25783435,1,0,0,0,0
78999,0.06000000,0.18765575,0.47323000,-0.28557425,1,0,0,0,0
79099,0.25000000,0.20012460,0.47099770,-0.27087310,1,0,0,0,0
79199,0.19000000,0.19809968,0.46818772,-0.27008804,1,0,0,0,0
79299,0.17000000,0.19247974,0.46520584,-0.27272610,1,0,0,0,0
79399,0.15000000,0.18398380,0.46205378,-0.27806999,1,0,0,0,0
79499,0.28000000,0.20318704,0.46023325,-0.25704621,1,0,0,0,0
79599,0.16000000,0.19454963,0.45723091,-0.26268128,1,0,0,0,0
79699,0.16000000,0.18763970,0.45425860,-0.26661890,1,0,0,0,0
79799,0.16000000,0.18211176,0.45131602,-0.26920426,1,0,0,0,0
79899,0.20000000,0.18568941,0.44880286,-0.26311345,1,0,0,0,0
79999,0.34000000,0.21655153,0.44771483,-0.23116330,1,0,0,0,0
80099,0.44000000,0.26124122,0.44763768,-0.18639646,1,0,0,0,0
80199,0.15000000,0.23899298,0.44466130,-0.20566833,1,0,0,0,0
80299,0.20000000,0.23119438,0.44221469,-0.21102031,1,0,0,0,0
80399,0.18000000,0.22095551,0.43959254,-0.21863704,1,0,0,0,0
80499,0.23000000,0.22276440,0.43749662,-0.21473221,1,0,0,0,0
80599,0.39000000,0.25621152,0.43702165,-0.18081013,1,0,0,0,0
80699,0.41000000,0.28696922,0.43675144,-0.14978222,1,0,0,0,0
80799,0.35000000,0.29957538,0.43588392,-0.13630855,1,0,0,0,0
80899,0.47000000,0.33366030,0.43622508,-0.10256478,1,0,0,0,0
80999,0.42000000,0.35092824,0.43606283,-0.08513459,1,0,0,0,0
81099,0.41000000,0.36274259,0.43580220,-0.07305961,1,0,0,0,0
81199,0.13000000,0.31619407,0.43274418,-0.11655011,1,0,0,0,0
81299,0.32000000,0.31695526,0.43161674,-0.11466148,1,0,0,0,0
81399,0.23000000,0.29956421,0.42960057,-0.13003637,1,0,0,0,0
81499,0.45000000,0.32965137,0.42980457,-0.10015320,1,0,0,0,0
81599,0.45000000,0.35372109,0.43000652,-0.07628543,1,0,0,0,0
81699,0.40000000,0.36297687,0.42970646,-0.06672958,1,0,0,0,0
81799,0.23000000,0.33638150,0.42770939,-0.09132789,1,0,0,0,0
81899,0.16000000,0.30110520,0.42503230,-0.12392710,1,0,0,0,0
81999,0.29000000,0.29888416,0.42368197,-0.12479781,1,0,0,0,0
82099,0.43000000,0.32510733,0.42374515,-0.09863783,1,0,0,0,0
82199,0.23000000,0.30608586,0.42180770,-0.11572184,1,0,0,0,0
82299,0.29000000,0.30286869,0.42048963,-0.11762094,1,0,0,0,0
82399,0.42000000,0.32629495,0.42048473,-0.09418978,1,0,0,0,0
82499,0.20000000,0.30103596,0.41827988,-0.11724392,1,0,0,0,0
82599,0.44000000,0.32882877,0.41849708,-0.08966831,1,0,0,0,0
82699,0.36000000,0.33506302,0.41791211,-0.08284910,1,0,0,0,0
82799,0.46000000,0.36005041,0.41833299,-0.05828258,1,0,0,0,0
82899,0.27000000,0.34204033,0.41684966,-0.07480933,1,0,0,0,0
82999,0.32000000,0.33763226,0.41588117,-0.07824890,1,0,0,0,0
83099,0.19000000,0.30810581,0.41362235,-0.10551654,1,0,0,0,0
83199,0.12000000,0.27048465,0.41068613,-0.14020148,1,0,0,0,0
83299,0.09000000,0.23438772,0.40747927,-0.17309155,1,0,0,0,0
83399,0.08000000,0.20351018,0.40420448,-0.20069430,1,0,0,0,0
83499,0.12000000,0.18680814,0.40136243,-0.21455429,1,0,0,0,0
83599,0.29000000,0.20744651,0.40024881,-0.19280229,1,0,0,0,0
