step,fast_slow_gap,fast_wins,state_pseudo_count,state_familiarity_weight,familiarity_ready,familiarity_warmup_remaining,block_completed,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining,initial_warmup_remaining,log_p_fast,log_p_slow,fast_mean_total_var,slow_mean_total_var,fast_mean_epistemic_var,slow_mean_epistemic_var,predictor_nll
74000,0.36756706,1,658,1.00000000,1,0,0,0,nan,nan,nan,0.39033190,0.56357920,-0.17324730,1,0,0,0,0,1,0,0,-29.99278069,-30.36034775,2.05543661,2.01222348,0.01950897,0.01985770,30.53231096
74099,-1.07883334,0,345,1.00000000,1,0,1,1,0.60222845,0.99128030,99.12802988,0.43271121,0.56396569,-0.13125449,1,0,0,0,0,1,0,0,-1.89494014,-0.81610680,7.02489281,6.88861418,0.07803379,0.07517957,0.90392900
74100,0.41942406,1,902,1.00000000,1,0,0,0,nan,nan,nan,0.43271121,0.56396569,-0.13125449,1,0,0,0,0,1,0,0,-8.92884254,-9.34826660,14.71865368,14.83133316,0.05654367,0.05044868,9.14061069
74199,-1.29579592,0,580,1.00000000,1,0,1,1,0.23005111,0.99977784,99.97778418,0.39217919,0.56062655,-0.16844736,1,0,0,0,0,1,0,0,-3.76862001,-2.47282410,8.11611843,9.08134270,0.08131235,0.08374528,4.69005722
74200,-0.62199616,0,613,1.00000000,1,0,0,0,nan,nan,nan,0.39217919,0.56062655,-0.16844736,1,0,0,0,0,1,0,0,-2.90136981,-2.27937365,12.30285645,14.67082882,0.08114953,0.08816782,2.98930240
74299,0.95897007,1,621,1.00000000,1,0,1,1,0.27000012,0.99999908,99.99990757,0.36774337,0.55772028,-0.18997691,1,0,0,0,0,1,0,0,-6.78697681,-7.74594688,10.68130398,13.35464764,0.09009794,0.08331683,10.44744126
74300,0.28517199,1,384,1.00000000,1,0,0,0,nan,nan,nan,0.36774337,0.55772028,-0.18997691,1,0,0,0,0,1,0,0,-4.51968241,-4.80485439,8.20779419,9.68279171,0.11390272,0.10567437,5.37817633
74399,0.09337234,1,368,1.00000000,1,0,1,1,0.19000484,0.99997367,99.99736672,0.33219567,0.55404313,-0.22184746,1,0,0,0,0,1,0,0,-4.97576523,-5.06913757,9.53992844,12.05961227,0.30073059,0.28692678,7.08508472
74400,-1.60660362,0,705,1.00000000,1,0,0,0,nan,nan,nan,0.33219567,0.55404313,-0.22184746,1,0,0,0,0,1,0,0,-7.09949398,-5.49289036,7.06606388,8.19628525,0.04665241,0.04676577,8.42377758
74499,-0.32850504,0,288,1.00000000,1,0,1,1,0.33000230,0.99999304,99.99930369,0.33175699,0.55180272,-0.22004573,1,0,0,0,0,1,0,0,-3.86959410,-3.54108906,7.25304842,8.82346249,0.11730503,0.10555087,4.78728652
74500,0.34417415,1,607,1.00000000,1,0,0,0,nan,nan,nan,0.33175699,0.55180272,-0.22004573,1,0,0,0,0,1,0,0,-2.92472410,-3.26889825,12.94707584,15.91206169,0.05506520,0.05320676,2.75461952
74599,-1.10182500,0,784,1.00000000,1,0,1,1,0.35000926,0.99997353,99.99735313,0.33540745,0.54978479,-0.21437734,1,0,0,0,0,1,0,0,-0.30117679,0.80064821,5.83695602,6.77330017,0.02930420,0.02085634,0.66020081
74600,-0.09663582,0,1134,1.00000000,1,0,0,0,nan,nan,nan,0.33540745,0.54978479,-0.21437734,1,0,0,0,0,1,0,0,-5.06200981,-4.96537399,16.63294220,19.24065781,0.09973362,0.10347177,5.03810406
74699,-1.16522217,0,541,1.00000000,1,0,1,1,0.25000869,0.99952090,99.95208961,0.31832769,0.54678703,-0.22845933,1,0,0,0,0,1,0,0,-9.62982368,-8.46460152,17.82202530,21.45000267,0.09615536,0.09507434,10.39452815
74700,0.84918976,1,109,0.99998154,1,0,0,0,nan,nan,nan,0.31832769,0.54678703,-0.22845933,1,0,0,0,0,1,0,0,-5.78881168,-6.63800144,7.03524780,8.96345901,0.08909191,0.09944766,9.55414820
74799,0.03208470,1,414,1.00000000,1,0,1,1,0.28000086,0.99999596,99.99959580,0.31066233,0.54411916,-0.23345684,1,0,0,0,0,1,0,0,-3.39060712,-3.42269182,6.97781134,8.18411922,0.05400814,0.04648710,4.23630297
74800,0.11663699,1,581,1.00000000,1,0,0,0,nan,nan,nan,0.31066233,0.54411916,-0.23345684,1,0,0,0,0,1,0,0,-3.53924990,-3.65588689,10.26841736,13.19120026,0.10986633,0.10836407,4.39809477
74899,-0.62860203,0,872,1.00000000,1,0,1,1,0.37876656,0.99792569,99.79256888,0.32428317,0.54246564,-0.21818246,1,0,0,0,0,1,0,0,-6.50717735,-5.87857533,10.29239273,13.29675770,0.09067650,0.08926930,7.41968107
74900,0.48569870,1,409,1.00000000,1,0,0,0,nan,nan,nan,0.32428317,0.54246564,-0.21818246,1,0,0,0,0,1,0,0,-2.50081468,-2.98651338,7.35996151,9.03037834,0.08903761,0.08610198,3.06047380
74999,-1.85804558,0,170,0.99999996,1,0,1,1,0.23985245,0.99977116,99.97711622,0.30739703,0.53943951,-0.23204248,1,0,0,0,0,1,0,0,-8.31690311,-6.45885754,5.53764009,6.81529045,0.09063355,0.08073631,10.67658329
75000,-0.25276947,0,611,1.00000000,1,0,0,0,nan,nan,nan,0.30739703,0.53943951,-0.23204248,1,0,0,0,0,1,0,0,-33.10396576,-32.85119629,2.18742871,2.27194500,0.02449625,0.02501581,33.43537013
75099,-1.78964758,0,401,1.00000000,1,0,1,1,0.28842863,0.98447563,98.44756271,0.30360335,0.53692940,-0.23332605,1,0,0,0,0,1,0,0,-3.55267501,-1.76302743,6.41824722,6.64932775,0.02636963,0.03225676,11.68506908
75100,-0.88804746,0,790,1.00000000,1,0,0,0,nan,nan,nan,0.30360335,0.53692940,-0.23332605,1,0,0,0,0,1,0,0,-4.44519711,-3.55714965,11.57308483,13.52605820,0.09972136,0.09782709,5.78674221
75199,-0.18121314,0,468,1.00000000,1,0,1,1,0.16002936,0.99981651,99.98165056,0.27488855,0.53316040,-0.25827185,1,0,0,0,0,1,0,0,-3.22810531,-3.04689217,6.94326591,7.80265284,0.08706525,0.08478977,4.45789248
75200,-0.57532787,0,389,1.00000000,1,0,0,0,nan,nan,nan,0.27488855,0.53316040,-0.25827185,1,0,0,0,0,1,0,0,-5.47970200,-4.90437412,16.52679634,19.43231964,0.07821406,0.06944910,5.63868952
75299,-0.82401609,0,162,0.99999991,1,0,1,1,0.15000024,0.99999020,99.99902001,0.24991089,0.52932879,-0.27941791,1,0,0,0,0,1,0,0,-3.97932935,-3.15531325,8.30389786,9.74155045,0.15262103,0.16408481,6.93057525
75300,0.46958375,1,448,1.00000000,1,0,0,0,nan,nan,nan,0.24991089,0.52932879,-0.27941791,1,0,0,0,0,1,0,0,-3.68015456,-4.14973831,10.46770382,12.98490620,0.07637059,0.07491387,4.20376843
75399,-0.23976707,0,399,1.00000000,1,0,1,1,0.16000000,1.00000000,99.99999985,0.23192871,0.52563551,-0.29370680,1,0,0,0,0,1,0,0,-5.49052906,-5.25076199,10.56446648,11.64014339,0.21743976,0.16342449,9.84037781
75400,-0.96463013,0,610,1.00000000,1,0,0,0,nan,nan,nan,0.23192871,0.52563551,-0.29370680,1,0,0,0,0,1,0,0,-7.71065807,-6.74602795,4.60639811,5.05727291,0.03332175,0.02305530,7.81181145
75499,0.24789572,1,457,1.00000000,1,0,1,1,0.37000372,0.99998990,99.99899031,0.25954371,0.52407919,-0.26453548,1,0,0,0,0,1,0,0,-5.55612612,-5.80402184,18.32358551,20.18686676,0.26278147,0.21180557,5.70292219
75500,0.81769943,1,583,1.00000000,1,0,0,0,nan,nan,nan,0.25954371,0.52407919,-0.26453548,1,0,0,0,0,1,0,0,-0.42423153,-1.24193096,7.14200687,8.33975887,0.05125025,0.04562159,1.02572494
75599,1.11235595,1,736,1.00000000,1,0,1,1,0.56999997,0.99999992,99.99999200,0.32163496,0.52453840,-0.20290343,1,0,0,0,0,1,0,0,-0.73868227,-1.85103822,10.48836708,12.99939442,0.06119247,0.06572406,1.76542099
75600,-0.72434092,0,292,1.00000000,1,0,0,0,nan,nan,nan,0.32163496,0.52453840,-0.20290343,1,0,0,0,0,1,0,0,-0.39578295,0.32855797,6.06666994,7.34418249,0.05905569,0.05276436,4.64542961
75699,0.86000299,1,689,1.00000000,1,0,1,1,0.56000512,0.99999086,99.99908552,0.36930899,0.52489306,-0.15558407,1,0,0,0,0,1,0,0,-3.37674332,-4.23674631,16.80798340,19.54788971,0.10355036,0.06723461,4.14666764
75700,0.56481290,1,857,1.00000000,1,0,0,0,nan,nan,nan,0.36930899,0.52489306,-0.15558407,1,0,0,0,0,1,0,0,-1.93308735,-2.49790025,5.73309183,6.63524389,0.05095785,0.05236970,nan
75799,-0.21746612,0,211,1.00000000,1,0,1,1,0.37000164,0.99999541,99.99954106,0.36944752,0.52334415,-0.15389663,1,0,0,0,0,1,0,0,-2.38226676,-2.16480064,6.31157827,7.19795895,0.09485025,0.05887123,3.45378488
75800,-0.81446075,0,986,1.00000000,1,0,0,0,nan,nan,nan,0.36944752,0.52334415,-0.15389663,1,0,0,0,0,1,0,0,-4.21318626,-3.39872551,7.74736547,9.36636353,0.04088829,0.04480529,5.43689532
75899,-0.05089521,0,188,0.99999999,1,0,1,1,0.36004000,0.99988889,99.98888933,0.36756602,0.52171111,-0.15414509,1,0,0,0,0,1,0,0,-4.19853163,-4.14763641,6.56211853,7.85709476,0.04713037,0.03860729,4.69757991
75900,0.03058434,1,449,1.00000000,1,0,0,0,nan,nan,nan,0.36756602,0.52171111,-0.15414509,1,0,0,0,0,1,0,0,-4.75765133,-4.78823566,9.78133774,11.89081860,0.05430691,0.04922265,8.15441044
75999,-0.92161989,0,113,0.99998763,1,0,1,1,0.49012528,0.99974438,99.97443787,0.39207787,0.52139525,-0.12931738,1,0,0,0,0,1,0,0,-5.62186384,-4.70024395,5.18763065,6.19400930,0.05308140,0.03923557,6.70662403
76000,-0.10254669,0,618,1.00000000,1,0,0,0,nan,nan,nan,0.39207787,0.52139525,-0.12931738,1,0,0,0,0,1,0,0,-33.76597214,-33.66342545,2.55210352,2.63231778,0.04523783,0.04161682,33.93201256
76099,0.94193649,1,159,0.99999988,1,0,1,1,0.71251089,0.99039677,99.03967675,0.45616448,0.52330641,-0.06714193,1,0,0,0,0,1,0,0,-24.59068680,-25.53262329,5.17256641,4.84316111,0.09882385,0.08259363,26.39591503
76100,1.01438522,1,459,1.00000000,1,0,0,0,nan,nan,nan,0.45616448,0.52330641,-0.06714193,1,0,0,0,0,1,0,0,-19.25192451,-20.26630974,5.84319639,5.33955193,0.13925368,0.14680322,21.04149818
76199,0.28013563,1,81,0.99969646,1,0,1,1,0.22069456,0.99655506,99.65550579,0.40907049,0.52028029,-0.11120980,1,0,0,0,0,1,0,0,-1.17904139,-1.45917702,7.75255156,7.68119574,0.05986908,0.04283659,1.67567533
76200,-0.24903297,0,637,1.00000000,1,0,0,0,nan,nan,nan,0.40907049,0.52028029,-0.11120980,1,0,0,0,0,1,0,0,-12.49932098,-12.25028801,11.55281734,11.60587788,0.07843741,0.07377972,14.81851530
76299,-0.05234575,0,732,1.00000000,1,0,1,1,0.28997131,0.99995801,99.99580087,0.38525065,0.51797720,-0.13272654,1,0,0,0,0,1,0,0,-5.44465828,-5.39231253,13.83443069,15.20157242,0.12756342,0.11456542,6.04443502
76300,-0.63718534,0,541,1.00000000,1,0,0,0,nan,nan,nan,0.38525065,0.51797720,-0.13272654,1,0,0,0,0,1,0,0,-2.66209149,-2.02490616,5.59679747,6.21414185,0.04287808,0.03001738,3.22479856
76399,0.31951118,1,289,1.00000000,1,0,1,1,0.36000000,0.99999999,99.99999937,0.38020052,0.51639743,-0.13619690,1,0,0,0,0,1,0,0,-1.13664317,-1.45615435,6.47244787,7.43416357,0.05826516,0.05273359,0.98650655
76400,0.59028506,1,677,1.00000000,1,0,0,0,nan,nan,nan,0.38020052,0.51639743,-0.13619690,1,0,0,0,0,1,0,0,-2.61648273,-3.20676780,9.16839981,10.66658688,0.04917349,0.04722410,2.73152351
76499,0.30359936,1,612,1.00000000,1,0,1,1,0.36999968,0.99999950,99.99994980,0.37816036,0.51493345,-0.13677309,1,0,0,0,0,1,0,0,-5.43930912,-5.74290848,7.60666466,8.47482204,0.05500992,0.06739286,6.12470722
76500,-0.16781521,0,293,1.00000000,1,0,0,0,nan,nan,nan,0.37816036,0.51493345,-0.13677309,1,0,0,0,0,1,0,0,-10.09725666,-9.92944145,7.95240593,8.71455765,0.04757174,0.04685563,10.17292833
76599,0.42082214,1,259,1.00000000,1,0,1,1,0.33000272,0.99999175,99.99917463,0.36852883,0.51308414,-0.14455531,1,0,0,0,0,1,0,0,-8.33983326,-8.76065540,14.98619938,17.59926605,0.22732353,0.19949344,9.36537743
76600,0.01777637,1,691,1.00000000,1,0,0,0,nan,nan,nan,0.36852883,0.51308414,-0.14455531,1,0,0,0,0,1,0,0,-1.24887526,-1.26665163,4.70011759,5.13899088,0.05682021,0.05833638,0.78455973
76699,0.10620952,1,169,0.99999995,1,0,1,1,0.41124069,0.99698303,99.69830306,0.37707120,0.51206571,-0.13499450,1,0,0,0,0,1,0,0,-3.51932907,-3.62553859,7.89617348,8.88079453,0.15024398,0.12682676,4.77564096
76700,-0.62061834,0,535,1.00000000,1,0,0,0,nan,nan,nan,0.37707120,0.51206571,-0.13499450,1,0,0,0,0,1,0,0,-4.90193367,-4.28131533,8.56572819,10.18104362,0.04322333,0.05011598,8.11893541
76799,-0.35032129,0,642,1.00000000,1,0,1,1,0.11000006,0.99999950,99.99994979,0.32365697,0.50804505,-0.18438808,1,0,0,0,0,1,0,0,-1.38824677,-1.03792548,5.85341883,6.13988686,0.02798999,0.03344563,1.42912680
76800,-1.18986559,0,625,1.00000000,1,0,0,0,nan,nan,nan,0.32365697,0.50804505,-0.18438808,1,0,0,0,0,1,0,0,-8.53275394,-7.34288836,12.43700504,13.83473969,0.20227745,0.18867147,8.36447203
76899,-0.71193910,0,235,1.00000000,1,0,1,1,0.45000000,1.00000000,99.99999962,0.34892558,0.50746460,-0.15853902,1,0,0,0,0,1,0,0,-3.30713654,-2.59519744,4.70409155,4.89526176,0.03854598,0.03436221,3.53432949
76900,-0.42951441,0,765,1.00000000,1,0,0,0,nan,nan,nan,0.34892558,0.50746460,-0.15853902,1,0,0,0,0,1,0,0,-0.74038768,-0.31087327,9.46756840,10.71558666,0.11229189,0.09886874,1.52899877
76999,0.50104189,1,405,1.00000000,1,0,1,1,0.41000748,0.99998175,99.99817546,0.36114196,0.50649003,-0.14534807,1,0,0,0,0,1,0,0,-5.93924904,-6.44029093,7.61079645,7.95291805,0.07525069,0.07090822,6.12751508
77000,0.38283157,1,693,1.00000000,1,0,0,0,nan,nan,nan,0.36114196,0.50649003,-0.14534807,1,0,0,0,0,1,0,0,-35.46418381,-35.84701538,1.66952550,1.68732071,0.01825374,0.01877313,36.72924995
77099,-0.57600832,0,425,1.00000000,1,0,1,1,0.52810773,0.99021469,99.02146884,0.39453511,0.50670621,-0.11217109,1,0,0,0,0,1,0,0,-2.07661057,-1.50060225,12.84841537,13.88018990,0.15233429,0.14832224,3.35442269
77100,-0.84290469,0,648,1.00000000,1,0,0,0,nan,nan,nan,0.39453511,0.50670621,-0.11217109,1,0,0,0,0,1,0,0,-0.80907333,0.03383136,6.35726738,6.71763706,0.07137404,0.05107448,1.52064196
77199,0.67779636,1,550,1.00000000,1,0,1,1,0.26000000,1.00000000,99.99999979,0.36762809,0.50423914,-0.13661105,1,0,0,0,0,1,0,0,-3.30855536,-3.98635173,6.78209591,6.94100952,0.03650706,0.03174308,5.65199987
77200,-0.44682026,0,538,1.00000000,1,0,0,0,nan,nan,nan,0.36762809,0.50423914,-0.13661105,1,0,0,0,0,1,0,0,-1.81718469,-1.37036443,11.03930473,12.21897221,0.07742397,0.08214983,4.39821267
77299,0.99258280,1,618,1.00000000,1,0,1,1,0.54000000,1.00000000,99.99999999,0.40210247,0.50459675,-0.10249428,1,0,0,0,0,1,0,0,-3.20938253,-4.20196533,4.73252296,4.71389437,0.08824032,0.07651189,3.14934373
77300,-0.44505024,0,542,1.00000000,1,0,0,0,nan,nan,nan,0.40210247,0.50459675,-0.10249428,1,0,0,0,0,1,0,0,-11.38248253,-10.93743229,8.58138752,8.82492065,0.05120918,0.04764302,13.51589131
77399,-0.48962271,0,390,1.00000000,1,0,1,1,0.70000002,0.99999997,99.99999674,0.46168198,0.50655078,-0.04486880,1,0,0,0,0,1,0,0,-0.42184091,0.06778181,7.34489250,7.02784204,0.11192918,0.10545267,1.87537864
77400,0.50179482,1,632,1.00000000,1,0,0,0,nan,nan,nan,0.46168198,0.50655078,-0.04486880,1,0,0,0,0,1,0,0,-7.52526093,-8.02705574,13.93327999,13.75046444,0.16103680,0.14429368,8.34440804
77499,0.70652795,1,736,1.00000000,1,0,1,1,0.55999968,0.99999909,99.99990924,0.48134552,0.50708527,-0.02573975,1,0,0,0,0,1,0,0,-3.53434205,-4.24087000,5.49883842,5.02691889,0.04626497,0.03847220,3.90729423
77500,-0.29444838,0,366,1.00000000,1,0,0,0,nan,nan,nan,0.48134552,0.50708527,-0.02573975,1,0,0,0,0,1,0,0,-5.42622185,-5.13177347,9.01728439,8.48893261,0.08486889,0.08178093,6.00474138
77599,-0.33572459,0,687,1.00000000,1,0,1,1,0.48010740,0.99977628,99.97762782,0.48109790,0.50681550,-0.02571760,1,0,0,0,0,1,0,0,-4.07069683,-3.73497224,9.84133911,9.63973618,0.04572259,0.04357030,4.61314422
77600,-1.37017727,0,506,1.00000000,1,0,0,0,nan,nan,nan,0.48109790,0.50681550,-0.02571760,1,0,0,0,0,1,0,0,-3.10350132,-1.73332405,7.25177002,6.49106503,0.05383249,0.07469951,5.11950955
77699,-0.29322910,0,529,1.00000000,1,0,1,1,0.31999988,0.99999974,99.99997443,0.44887829,0.50494734,-0.05606905,1,0,0,0,0,1,0,0,-9.57854939,-9.28532028,9.31265640,9.79461956,0.27484727,0.25397900,11.08009081
77700,-0.39407110,0,721,1.00000000,1,0,0,0,nan,nan,nan,0.44887829,0.50494734,-0.05606905,1,0,0,0,0,1,0,0,1.09355736,1.48762846,4.89499092,4.96189451,0.06955424,0.06121926,-0.45011002
77799,0.36339593,1,580,1.00000000,1,0,1,1,0.41000000,1.00000000,99.99999957,0.44110263,0.50399787,-0.06289523,1,0,0,0,0,1,0,0,-1.16658545,-1.52998137,9.30714798,8.76851940,0.09883446,0.09470726,2.86033797
77800,-0.24859381,0,530,1.00000000,1,0,0,0,nan,nan,nan,0.44110263,0.50399787,-0.06289523,1,0,0,0,0,1,0,0,0.91297269,1.16156650,7.31198311,6.70190001,0.06733779,0.05799879,0.81026721
77899,0.21951389,1,655,1.00000000,1,0,1,1,0.41000027,0.99999918,99.99991827,0.43488216,0.50305789,-0.06817573,1,0,0,0,0,1,0,0,-6.49256039,-6.71207428,14.62026310,13.55607414,0.23415272,0.19988847,7.91366303
77900,-0.70211315,0,716,1.00000000,1,0,0,0,nan,nan,nan,0.43488216,0.50305789,-0.06817573,1,0,0,0,0,1,0,0,1.64192057,2.34403372,4.56472111,4.44672680,0.04989949,0.04185908,-0.43958851
77999,-0.37975252,0,1008,1.00000000,1,0,1,1,0.21999998,0.99999998,99.99999761,0.39190573,0.50022731,-0.10832158,1,0,0,0,0,1,0,0,-1.90898526,-1.52923274,4.33878517,4.50142241,0.02736972,0.02702095,2.62513151
78000,0.06650543,1,397,1.00000000,1,0,0,0,nan,nan,nan,0.39190573,0.50022731,-0.10832158,1,0,0,0,0,1,0,0,-36.78649139,-36.85299683,1.93990624,1.95042753,0.03366523,0.03238565,37.15847524
78099,-1.05109596,0,431,1.00000000,1,0,1,1,0.43144907,0.99155551,99.15555121,0.39981440,0.49953953,-0.09972513,1,0,0,0,0,1,0,0,-1.17115235,-0.12005639,6.18208981,6.03259802,0.04606387,0.03450513,0.83645352
78100,0.10025573,1,927,1.00000000,1,0,0,0,nan,nan,nan,0.39981440,0.49953953,-0.09972513,1,0,0,0,0,1,0,0,-3.82973909,-3.92999482,11.04471684,10.34428024,0.08582857,0.07513729,4.47590697
78199,-1.75838208,0,704,1.00000000,1,0,1,1,0.27000000,1.00000000,99.99999973,0.37385152,0.49724413,-0.12339262,1,0,0,0,0,1,0,0,-1.85097456,-0.09259248,5.76486921,5.34854317,0.04390806,0.03873290,2.75731212
78200,0.81802464,1,721,1.00000000,1,0,0,0,nan,nan,nan,0.37385152,0.49724413,-0.12339262,1,0,0,0,0,1,0,0,-9.73387623,-10.55190086,13.87823105,13.25384712,0.16358881,0.15073667,10.53136945
78299,-0.16921461,0,715,1.00000000,1,0,1,1,0.40000001,0.99999996,99.99999571,0.37908122,0.49627169,-0.11719048,1,0,0,0,0,1,0,0,-0.71735418,-0.54813957,13.14116573,12.65825844,0.08085000,0.08801965,0.82214506
78300,-0.00178385,0,482,1.00000000,1,0,0,0,nan,nan,nan,0.37908122,0.49627169,-0.11719048,1,0,0,0,0,1,0,0,-1.57964253,-1.57785869,8.33452225,8.02931023,0.04895557,0.04457347,3.05196365
78399,-0.81642628,0,653,1.00000000,1,0,1,1,0.16999998,0.99999528,99.99952806,0.33726497,0.49300897,-0.15574401,1,0,0,0,0,1,0,0,-0.45410657,0.36231971,8.22494125,8.44796658,0.04804822,0.04213538,0.87370920
78400,0.39923382,1,730,1.00000000,1,0,0,0,nan,nan,nan,0.33726497,0.49300897,-0.15574401,1,0,0,0,0,1,0,0,-6.03322220,-6.43245602,7.91796541,8.00727844,0.03426726,0.02987749,5.99604559
78499,-1.17555857,0,515,1.00000000,1,0,1,1,0.19001910,0.99989948,99.98994789,0.30781579,0.48997908,-0.18216328,1,0,0,0,0,1,0,0,-4.38092041,-3.20536184,6.81130409,6.93346977,0.04920367,0.04366237,4.08559982
78500,0.25142670,1,659,1.00000000,1,0,0,0,nan,nan,nan,0.30781579,0.48997908,-0.18216328,1,0,0,0,0,1,0,0,-9.00387573,-9.25530243,9.71123028,9.69136238,0.16544484,0.16852303,9.80507565
78599,-0.16652322,0,390,1.00000000,1,0,1,1,0.19000157,0.99999175,99.99917477,0.28425295,0.48697930,-0.20272635,1,0,0,0,0,1,0,0,0.04780865,0.21433187,6.89004755,6.80610228,0.04782239,0.04140508,0.25884625
78600,-0.01843071,0,887,1.00000000,1,0,0,0,nan,nan,nan,0.28425295,0.48697930,-0.20272635,1,0,0,0,0,1,0,0,-11.39781189,-11.37938118,12.08767223,11.75803852,0.13577905,0.12399842,12.23357034
78699,0.60044193,1,424,1.00000000,1,0,1,1,0.16000147,0.99999084,99.99908398,0.25940265,0.48370952,-0.22430687,1,0,0,0,0,1,0,0,-2.48792386,-3.08836579,8.66845036,8.59458923,0.03037086,0.02627890,3.30223882
78700,-0.22189951,0,356,1.00000000,1,0,0,0,nan,nan,nan,0.25940265,0.48370952,-0.22430687,1,0,0,0,0,1,0,0,-5.52464199,-5.30274248,17.37933731,16.95314217,0.12952630,0.11866168,7.27171926
78799,-1.34197545,0,375,1.00000000,1,0,1,1,0.21000001,0.99999996,99.99999636,0.24952212,0.48097243,-0.23145030,1,0,0,0,0,1,0,0,-2.76683450,-1.42485905,7.91283941,7.66091251,0.08227161,0.06264035,3.94809538
78800,-0.32470036,0,861,1.00000000,1,0,0,0,nan,nan,nan,0.24952212,0.48097243,-0.23145030,1,0,0,0,0,1,0,0,-2.61283588,-2.28813553,9.22579575,9.24571323,0.13685417,0.13860774,3.36542924
78899,-1.18435216,0,341,1.00000000,1,0,1,1,0.10000221,0.99997768,99.99776759,0.21961814,0.47716273,-0.25754458,1,0,0,0,0,1,0,0,-4.79848576,-3.61413360,8.66301632,8.26774120,0.06755534,0.05459733,8.71748988
78900,-0.26328182,0,293,1.00000000,1,0,0,0,nan,nan,nan,0.21961814,0.47716273,-0.25754458,1,0,0,0,0,1,0,0,-9.33332634,-9.07004452,10.08533096,9.79782391,0.21384841,0.22101957,10.29286512
78999,0.72977257,1,630,1.00000000,1,0,1,1,0.06005458,0.99909095,99.90909528,0.18770543,0.47299164,-0.28528621,1,0,0,0,0,1,0,0,-15.03235817,-15.76213074,12.51431561,12.23095036,0.14207415,0.13327058,16.38982328
79000,0.22606850,1,639,1.00000000,1,0,0,0,nan,nan,nan,0.18770543,0.47299164,-0.28528621,1,0,0,0,0,1,0,0,-29.37823677,-29.60430527,2.19692183,2.15961671,0.02639947,0.02615069,29.67350483
79099,-0.49590206,0,595,1.00000000,1,0,1,1,0.24993790,0.99781843,99.78184277,0.20015192,0.47076111,-0.27060918,1,0,0,0,0,1,0,0,-6.22694016,-5.73103809,8.86248875,8.45512104,0.08774874,0.08082359,6.64837805
79100,-0.89891815,0,380,1.00000000,1,0,0,0,nan,nan,nan,0.20015192,0.47076111,-0.27060918,1,0,0,0,0,1,0,0,-2.70678639,-1.80786824,7.97413111,7.59273434,0.06942940,0.07301053,3.50452550
79199,-0.10960770,0,348,1.00000000,1,0,1,1,0.18998700,0.99993821,99.99382119,0.19811894,0.46795337,-0.26983443,1,0,0,0,0,1,0,0,-8.35228729,-8.24267960,11.06492138,10.86482048,0.08742352,0.07987150,10.04949570
79200,-0.95678234,0,70,0.99908812,1,0,0,0,nan,nan,nan,0.19811894,0.46795337,-0.26983443,1,0,0,0,0,1,0,0,-5.83440971,-4.87762737,7.67246151,7.42244625,0.12212631,0.12548432,10.99067545
79299,-2.16565609,0,407,1.00000000,1,0,1,1,0.17000283,0.99998243,99.99824265,0.19249572,0.46497386,-0.27247814,1,0,0,0,0,1,0,0,-10.69357395,-8.52791786,6.58742523,6.38903952,0.07936457,0.08701345,12.78046036
79300,0.13928461,1,219,1.00000000,1,0,0,0,nan,nan,nan,0.19249572,0.46497386,-0.27247814,1,0,0,0,0,1,0,0,-7.14177799,-7.28106260,12.23934841,11.78351307,0.20559648,0.19989905,5.20139694
79399,-0.15560222,0,921,1.00000000,1,0,1,1,0.15000031,0.99999788,99.99978789,0.18399663,0.46182412,-0.27782749,1,0,0,0,0,1,0,0,-1.32926536,-1.17366314,9.64388847,9.37203217,0.04457027,0.04314227,1.76345702
79400,-0.42047668,0,145,0.99999950,1,0,0,0,nan,nan,nan,0.18399663,0.46182412,-0.27782749,1,0,0,0,0,1,0,0,-2.17169380,-1.75121713,6.17164612,5.76747894,0.03011496,0.02737890,2.88384000
79499,0.40224147,1,915,1.00000000,1,0,1,1,0.28000407,0.99998545,99.99854535,0.20319812,0.46000592,-0.25680780,1,0,0,0,0,1,0,0,-2.34420013,-2.74644160,6.84535027,6.08535337,0.07102724,0.07058593,2.69921279
79500,1.01416922,1,384,1.00000000,1,0,0,0,nan,nan,nan,0.20319812,0.46000592,-0.25680780,1,0,0,0,0,1,0,0,-5.28378248,-6.29795170,11.58104610,11.08081436,0.06217527,0.05564229,7.04705024
79599,-2.46382332,0,250,1.00000000,1,0,1,1,0.16000370,0.99993868,99.99386755,0.19455924,0.45700590,-0.26244666,1,0,0,0,0,1,0,0,-8.18324566,-5.71942234,5.09446478,4.44218254,0.08243353,0.07829068,12.92861430
79600,0.46623373,1,530,1.00000000,1,0,0,0,nan,nan,nan,0.19455924,0.45700590,-0.26244666,1,0,0,0,0,1,0,0,-4.67670107,-5.14293480,10.19589615,9.85251999,0.04043957,0.03423726,4.92654173
79699,-0.86969924,0,643,1.00000000,1,0,1,1,0.16005907,0.99963081,99.96308143,0.18765920,0.45403643,-0.26637723,1,0,0,0,0,1,0,0,-1.21035767,-0.34065843,8.29059887,7.98442411,0.05791054,0.06330291,2.58906555
