block_end_step,block_valid,block_win_rate,block_familiarity,block_weight_sum,q_short,q_long,rate_gap,detector_armed,regime_change,positive_streak,initial_stabilization_streak,rearm_streak,initial_arming_complete,rate_warmup_remaining
34999,1,0.27271287,0.97088294,97.08829353,0.38540685,0.56151890,-0.17611205,0,0,0,0,0,0,0
35099,1,0.75097573,0.92600657,92.60065690,0.45852063,0.56341347,-0.10489284,0,0,0,0,0,0,0
35199,1,1.00000000,0.99310163,99.31016330,0.56681650,0.56777933,-0.00096283,0,0,0,0,0,0,0
35299,1,0.50941994,0.97356768,97.35676805,0.55533719,0.56719574,-0.01185855,0,0,0,1,0,0,0
35399,1,0.48767092,0.98271789,98.27178869,0.54180394,0.56640049,-0.02459656,0,0,0,2,0,0,0
35499,1,0.58600500,0.95155254,95.15525435,0.55064415,0.56659654,-0.01595239,0,0,0,3,0,0,0
35599,1,0.46981002,0.97313238,97.31323806,0.53447732,0.56562867,-0.03115135,1,0,0,0,0,1,0
35699,1,0.36140913,0.98686391,98.68639124,0.49986368,0.56358648,-0.06372279,1,0,0,0,0,1,0
35799,1,0.70954743,0.99301829,99.30182862,0.54180043,0.56504609,-0.02324565,1,0,0,0,0,1,0
35899,1,0.65617996,0.97269734,97.26973356,0.56467634,0.56595742,-0.00128109,1,0,0,0,0,1,0
35999,1,0.74258328,0.98710306,98.71030551,0.60025773,0.56772368,0.03253404,1,0,0,0,0,1,0
36099,1,0.73033372,0.96713210,96.71320978,0.62627292,0.56934978,0.05692314,1,0,0,0,0,1,0
36199,1,0.47953494,0.99346680,99.34668004,0.59692533,0.56845164,0.02847369,1,0,0,0,0,1,0
36299,1,0.50183859,0.99529736,99.52973612,0.57790798,0.56778550,0.01012248,1,0,0,0,0,1,0
36399,1,0.57377073,0.99131872,99.13187227,0.57708053,0.56784536,0.00923517,1,0,0,0,0,1,0
36499,1,0.60318066,0.99426086,99.42608589,0.58230056,0.56819871,0.01410185,1,0,0,0,0,1,0
36599,1,0.78088419,0.99650632,99.65063235,0.62201728,0.57032557,0.05169172,1,0,0,0,0,1,0
36699,1,0.85064419,0.99469759,99.46975945,0.66774267,0.57312875,0.09461391,1,0,0,0,0,1,0
36799,1,0.69655071,0.98398778,98.39877804,0.67350428,0.57436297,0.09914130,1,0,0,0,0,1,0
36899,1,0.39261584,0.99192193,99.19219259,0.61732659,0.57254550,0.04478109,1,0,0,0,0,1,0
36999,1,0.41275159,0.99315244,99.31524391,0.57641159,0.57094756,0.00546403,1,0,0,0,0,1,0
37099,1,0.58128139,0.90419327,90.41932698,0.57738555,0.57105090,0.00633465,1,0,0,0,0,1,0
37199,1,0.18073455,0.96380099,96.38009870,0.49805535,0.56714774,-0.06909239,1,0,0,0,0,1,0
37299,1,0.10069832,0.99303437,99.30343738,0.41858394,0.56248324,-0.14389930,1,0,0,0,0,1,0
37399,1,0.36037396,0.99895684,99.89568414,0.40694195,0.56046215,-0.15352020,1,0,0,0,0,1,0
37499,1,0.71968419,0.99817018,99.81701823,0.46949040,0.56205437,-0.09256397,1,0,0,0,0,1,0
37599,1,0.73746505,0.98728470,98.72847033,0.52308533,0.56380848,-0.04072315,1,0,0,0,0,1,0
37699,1,0.66024445,0.99743008,99.74300843,0.55051715,0.56477284,-0.01425569,1,0,0,0,0,1,0
37799,1,0.68947940,0.98726373,98.72637279,0.57830960,0.56601990,0.01228970,1,0,0,0,0,1,0
37899,1,0.77044401,0.99908034,99.90803356,0.61673648,0.56806414,0.04867234,1,0,0,0,0,1,0
37999,1,0.63468981,0.99170532,99.17053158,0.62032715,0.56873040,0.05159675,1,0,0,0,0,1,0
38099,1,0.29174459,0.96299251,96.29925137,0.55461064,0.56596054,-0.01134991,1,0,0,0,0,1,0
38199,1,0.16953243,0.99098367,99.09836739,0.47759499,0.56199626,-0.08440126,1,0,0,0,0,1,0
38299,1,0.21162044,0.98873422,98.87342229,0.42440008,0.55849250,-0.13409242,1,0,0,0,0,1,0
38399,1,0.47173657,0.99397909,99.39790933,0.43386738,0.55762494,-0.12375756,1,0,0,0,0,1,0
38499,1,0.52427613,0.99038813,99.03881276,0.45194913,0.55729145,-0.10534232,1,0,0,0,0,1,0
38599,1,0.33870749,0.99155466,99.15546600,0.42930080,0.55510561,-0.12580481,1,0,0,0,0,1,0
38699,1,0.52022640,0.99552730,99.55273034,0.44748592,0.55475682,-0.10727090,1,0,0,0,0,1,0
38799,1,0.52090196,0.99440002,99.44000248,0.46216913,0.55441827,-0.09224915,1,0,0,0,0,1,0
38899,1,0.74981516,0.99823887,99.82388693,0.51969833,0.55637224,-0.03667391,1,0,0,0,0,1,0
38999,1,0.74083452,0.99727925,99.72792488,0.56392557,0.55821687,0.00570871,1,0,0,0,0,1,0
39099,1,0.32215374,0.94554134,94.55413427,0.51557120,0.55585623,-0.04028503,1,0,0,0,0,1,0
39199,1,0.15009082,0.99693005,99.69300505,0.44247513,0.55179858,-0.10932345,1,0,0,0,0,1,0
39299,1,0.26457124,0.98268427,98.26842668,0.40689435,0.54892631,-0.14203196,1,0,0,0,0,1,0
39399,1,0.33304603,0.99077682,99.07768248,0.39212469,0.54676750,-0.15464282,1,0,0,0,0,1,0
39499,1,0.46146441,0.99328422,99.32842208,0.40599263,0.54591447,-0.13992184,1,0,0,0,0,1,0
39599,1,0.49983088,0.99685604,99.68560396,0.42476028,0.54545364,-0.12069336,1,0,0,0,0,1,0
39699,1,0.40260110,0.99129250,99.12924985,0.42032845,0.54402511,-0.12369667,1,0,0,0,0,1,0
39799,1,0.29963139,0.98315051,98.31505107,0.39618904,0.54158117,-0.14539214,1,0,0,0,0,1,0
39899,1,0.50220526,0.98890578,98.89057790,0.41739228,0.54118742,-0.12379514,1,0,0,0,0,1,0
39999,1,0.30264563,0.98557978,98.55797791,0.39444295,0.53880200,-0.14435905,1,0,0,0,0,1,0
40099,1,0.30339646,0.93990004,93.99000431,0.37623365,0.53644794,-0.16021429,1,0,0,0,0,1,0
40199,1,0.29483080,0.97854695,97.85469499,0.35995308,0.53403177,-0.17407869,1,0,0,0,0,1,0
40299,1,0.29671641,0.97597878,97.59787843,0.34730575,0.53165862,-0.18435287,1,0,0,0,0,1,0
40399,1,0.46355856,0.99127766,99.12776629,0.37055631,0.53097762,-0.16042131,1,0,0,0,0,1,0
40499,1,0.47095959,0.99515477,99.51547726,0.39063697,0.53037744,-0.13974047,1,0,0,0,0,1,0
40599,1,0.73070531,0.98826884,98.82688426,0.45865063,0.53238071,-0.07373008,1,0,0,0,0,1,0
40699,1,0.66659770,0.98534649,98.53464877,0.50024005,0.53372288,-0.03348284,1,0,0,0,0,1,0
40799,1,0.65239070,0.99194811,99.19481075,0.53067018,0.53490956,-0.00423938,1,0,0,0,0,1,0
40899,1,0.67126739,0.99757633,99.75763290,0.55878962,0.53627314,0.02251648,1,0,0,0,0,1,0
40999,1,0.55993159,0.99698364,99.69836421,0.55901801,0.53650973,0.02250829,1,0,0,0,0,1,0
41099,1,0.32424486,0.97325232,97.32523208,0.51206338,0.53438708,-0.02232369,1,0,0,0,0,1,0
41199,1,0.35034240,0.99847728,99.84772751,0.47971919,0.53254663,-0.05282744,1,0,0,0,0,1,0
41299,1,0.50928816,0.99662247,99.66224691,0.48563298,0.53231405,-0.04668106,1,0,0,0,0,1,0
41399,1,0.60939390,0.99605758,99.60575773,0.51038517,0.53308484,-0.02269968,1,0,0,0,0,1,0
41499,1,0.46874001,0.99120226,99.12022641,0.50205613,0.53244140,-0.03038526,1,0,0,0,0,1,0
41599,1,0.32212321,0.99298019,99.29801856,0.46606955,0.53033821,-0.06426867,1,0,0,0,0,1,0
41699,1,0.51412465,0.99189465,99.18946523,0.47568057,0.53017608,-0.05449551,1,0,0,0,0,1,0
41799,1,0.54408325,0.99168414,99.16841406,0.48936111,0.53031515,-0.04095404,1,0,0,0,0,1,0
41899,1,0.62172725,0.99291527,99.29152679,0.51583433,0.53122927,-0.01539494,1,0,0,0,0,1,0
41999,1,0.39500054,0.98669071,98.66907142,0.49166757,0.52986698,-0.03819941,1,0,0,0,0,1,0
42099,1,0.36554168,0.95289251,95.28925093,0.46644240,0.52822373,-0.06178134,1,0,0,0,0,1,0
42199,1,0.24983347,0.99258285,99.25828539,0.42312061,0.52543983,-0.10231922,1,0,0,0,0,1,0
42299,1,0.38842882,0.99524160,99.52416001,0.41618225,0.52406972,-0.10788746,1,0,0,0,0,1,0
42399,1,0.38081135,0.99756448,99.75644816,0.40910807,0.52263713,-0.11352906,1,0,0,0,0,1,0
42499,1,0.26147556,0.99434677,99.43467689,0.37958157,0.52002552,-0.14044395,1,0,0,0,0,1,0
42599,1,0.52918749,0.99339329,99.33932919,0.40950275,0.52011714,-0.11061438,1,0,0,0,0,1,0
42699,1,0.33170216,0.99452968,99.45296807,0.39394264,0.51823299,-0.12429035,1,0,0,0,0,1,0
42799,1,0.54242579,0.99407900,99.40789962,0.42363927,0.51847492,-0.09483565,1,0,0,0,0,1,0
42899,1,0.51904699,0.98825557,98.82555685,0.44272081,0.51848064,-0.07575983,1,0,0,0,0,1,0
42999,1,0.47424660,0.98448408,98.44840783,0.44902597,0.51803830,-0.06901233,1,0,0,0,0,1,0
43099,1,0.10760073,0.95753110,95.75311033,0.38074092,0.51393392,-0.13319300,1,0,0,0,0,1,0
43199,1,0.27048250,0.99679301,99.67930050,0.35868924,0.51149941,-0.15281017,1,0,0,0,0,1,0
43299,1,0.21130469,0.99257347,99.25734701,0.32921233,0.50849746,-0.17928513,1,0,0,0,0,1,0
43399,1,0.29961235,0.99910116,99.91011593,0.32329233,0.50640861,-0.18311628,1,0,0,0,0,1,0
43499,1,0.57136462,0.99709153,99.70915266,0.37290679,0.50705817,-0.13415138,1,0,0,0,0,1,0
43599,1,0.64016262,0.99959907,99.95990727,0.42635795,0.50838921,-0.08203126,1,0,0,0,0,1,0
43699,1,0.54270710,0.99355755,99.35575538,0.44962778,0.50873239,-0.05910461,1,0,0,0,0,1,0
43799,1,0.45092514,0.99561742,99.56174197,0.44988725,0.50815432,-0.05826707,1,0,0,0,0,1,0
43899,1,0.32161875,0.99287423,99.28742288,0.42423355,0.50628896,-0.08205541,1,0,0,0,0,1,0
43999,1,0.21876095,0.99025692,99.02569208,0.38313903,0.50341368,-0.12027465,1,0,0,0,0,1,0
44099,1,0.19233294,0.98273318,98.27331756,0.34497781,0.50030288,-0.15532506,1,0,0,0,0,1,0
44199,1,0.08061294,0.99226762,99.22676220,0.29210484,0.49610598,-0.20400114,1,0,0,0,0,1,0
44299,1,0.14065615,0.99531775,99.53177526,0.26181510,0.49255148,-0.23073638,1,0,0,0,0,1,0
44399,1,0.27471587,0.98573223,98.57322277,0.26439525,0.49037312,-0.22597787,1,0,0,0,0,1,0
44499,1,0.24073836,0.99607680,99.60768003,0.25966388,0.48787677,-0.22821290,1,0,0,0,0,1,0
44599,1,0.42054967,0.99540729,99.54072940,0.29184104,0.48720350,-0.19536247,1,0,0,0,0,1,0
44699,1,0.47100193,0.99761995,99.76199498,0.32767321,0.48704149,-0.15936827,1,0,0,0,0,1,0
44799,1,0.47536966,0.98630860,98.63085996,0.35721250,0.48692477,-0.12971227,1,0,0,0,0,1,0
44899,1,0.50990805,0.99234598,99.23459758,0.38775161,0.48715460,-0.09940299,1,0,0,0,0,1,0
44999,1,0.30010195,0.99908964,99.90896424,0.37022168,0.48528408,-0.11506240,1,0,0,0,0,1,0
45099,1,0.47516375,0.98169859,98.16985864,0.39121009,0.48518287,-0.09397278,1,0,0,0,0,1,0
45199,1,0.48046837,0.99897290,99.89729034,0.40906175,0.48513573,-0.07607398,1,0,0,0,0,1,0
45299,1,0.78040614,0.99889215,99.88921475,0.48333063,0.48808843,-0.00475780,1,0,0,0,0,1,0
45399,1,0.74057593,0.99912790,99.91279001,0.53477969,0.49061331,0.04416638,1,0,0,0,0,1,0
45499,1,0.68012298,0.99885210,99.88521013,0.56384835,0.49250840,0.07133994,1,0,0,0,0,1,0
45599,1,0.67167633,0.99733837,99.73383692,0.58541394,0.49430008,0.09111386,1,0,0,0,0,1,0
45699,1,0.27090996,0.99109615,99.10961458,0.52251314,0.49206618,0.03044696,1,0,0,0,0,1,0
45799,1,0.18068956,0.99560671,99.56067140,0.45414843,0.48895242,-0.03480399,1,0,0,0,0,1,0
45899,1,0.22526042,0.97455885,97.45588489,0.40837083,0.48631550,-0.07794467,1,0,0,0,0,1,0
45999,1,0.22005819,0.99815322,99.81532207,0.37070830,0.48365292,-0.11294462,1,0,0,0,0,1,0
46099,1,0.49143234,0.96552189,96.55218858,0.39485311,0.48373072,-0.08887761,1,0,0,0,0,1,0
46199,1,0.27063550,0.99739173,99.73917255,0.37000958,0.48159976,-0.11159018,1,0,0,0,0,1,0
46299,1,0.38046591,0.99876421,99.87642067,0.37210085,0.48058843,-0.10848758,1,0,0,0,0,1,0
46399,1,0.28983593,0.99917356,99.91735649,0.35564787,0.47868090,-0.12303303,1,0,0,0,0,1,0
46499,1,0.26033507,0.99868144,99.86814353,0.33658531,0.47649744,-0.13991214,1,0,0,0,0,1,0
46599,1,0.26056746,0.99689206,99.68920561,0.32138174,0.47433814,-0.15295640,1,0,0,0,0,1,0
46699,1,0.41895163,0.99597038,99.59703776,0.34089572,0.47378428,-0.13288856,1,0,0,0,0,1,0
46799,1,0.50007871,0.99959903,99.95990348,0.37273231,0.47404722,-0.10131491,1,0,0,0,0,1,0
46899,1,0.28999059,0.99951710,99.95171027,0.35618397,0.47220666,-0.11602269,1,0,0,0,0,1,0
46999,1,0.23020171,0.99910064,99.91006376,0.33098752,0.46978661,-0.13879909,1,0,0,0,0,1,0
47099,1,0.26257432,0.97292933,97.29293321,0.31730488,0.46771448,-0.15040960,1,0,0,0,0,1,0
47199,1,0.32023856,0.99913968,99.91396823,0.31789161,0.46623972,-0.14834811,1,0,0,0,0,1,0
47299,1,0.48164830,0.99577356,99.57735610,0.35064295,0.46639381,-0.11575086,1,0,0,0,0,1,0
47399,1,0.38255546,0.99320826,99.32082616,0.35702545,0.46555543,-0.10852997,1,0,0,0,0,1,0
47499,1,0.43923303,0.99768386,99.76838600,0.37346697,0.46529220,-0.09182523,1,0,0,0,0,1,0
47599,1,0.25008102,0.99967320,99.96731959,0.34878978,0.46314009,-0.11435031,1,0,0,0,0,1,0
47699,1,0.39001091,0.99996553,99.99655283,0.35703401,0.46240880,-0.10537479,1,0,0,0,0,1,0
47799,1,0.49059405,0.99875034,99.87503415,0.38374602,0.46269065,-0.07894464,1,0,0,0,0,1,0
47899,1,0.65013018,0.99933957,99.93395680,0.43702285,0.46456505,-0.02754220,1,0,0,0,0,1,0
47999,1,0.48006634,0.99984506,99.98450572,0.44563155,0.46472006,-0.01908851,1,0,0,0,0,1,0
48099,1,0.31035050,0.96001488,96.00148756,0.41857534,0.46317636,-0.04460103,1,0,0,0,0,1,0
48199,1,0.12002413,0.99950949,99.95094914,0.35886510,0.45974484,-0.10087975,1,0,0,0,0,1,0
48299,1,0.07994620,0.99454373,99.45437289,0.30308132,0.45594686,-0.15286554,1,0,0,0,0,1,0
48399,1,0.05024243,0.99517176,99.51717633,0.25251354,0.45188981,-0.19937627,1,0,0,0,0,1,0
48499,1,0.14111206,0.99209293,99.20929332,0.23023324,0.44878203,-0.21854879,1,0,0,0,0,1,0
48599,1,0.29053899,0.99796777,99.79677692,0.24229439,0.44719960,-0.20490521,1,0,0,0,0,1,0
48699,1,0.31004099,0.99444659,99.44465891,0.25584371,0.44582802,-0.18998430,1,0,0,0,0,1,0
48799,1,0.30997232,0.99980565,99.98056521,0.26666943,0.44446946,-0.17780003,1,0,0,0,0,1,0
48899,1,0.69124557,0.99810895,99.81089496,0.35158466,0.44693722,-0.09535256,1,0,0,0,0,1,0
48999,1,0.72993954,0.99968431,99.96843106,0.42725564,0.44976724,-0.02251161,1,0,0,0,0,1,0
49099,1,0.24569776,0.95484765,95.48476467,0.39094406,0.44772655,-0.05678249,1,0,0,0,0,1,0
49199,1,0.24845016,0.99716759,99.71675927,0.36244528,0.44573379,-0.08328850,1,0,0,0,0,1,0
49299,1,0.14531311,0.99445454,99.44545433,0.31901885,0.44272958,-0.12371073,1,0,0,0,0,1,0
49399,1,0.08979660,0.99805142,99.80514182,0.27317440,0.43920025,-0.16602585,1,0,0,0,0,1,0
49499,1,0.12676301,0.99343966,99.34396587,0.24389212,0.43607588,-0.19218376,1,0,0,0,0,1,0
49599,1,0.15971969,0.99919951,99.91995123,0.22705763,0.43331231,-0.20625468,1,0,0,0,0,1,0
49699,1,0.21144198,0.99316398,99.31639835,0.22393450,0.43109361,-0.20715911,1,0,0,0,0,1,0
49799,1,0.21296212,0.98603968,98.60396803,0.22174003,0.42891230,-0.20717227,1,0,0,0,0,1,0
49899,1,0.05002272,0.99954516,99.95451648,0.18739657,0.42512340,-0.23772684,1,0,0,0,0,1,0
49999,1,0.15011289,0.99886912,99.88691174,0.17993983,0.42237330,-0.24243346,1,0,0,0,0,1,0
50099,1,0.64647986,0.98384365,98.38436456,0.27324784,0.42461436,-0.15136652,1,0,0,0,0,1,0
50199,1,0.89874446,0.97639080,97.63907981,0.39834716,0.42935566,-0.03100850,1,0,0,0,0,1,0
50299,1,0.75995014,0.99976642,99.97664167,0.47066776,0.43266161,0.03800615,1,0,0,0,0,1,0
50399,1,0.80854229,0.99204300,99.20429977,0.53824266,0.43642041,0.10182225,1,0,0,0,0,1,0
50499,1,0.75979038,0.99407325,99.40732462,0.58255221,0.43965411,0.14289809,1,0,0,0,0,1,0
50599,1,0.71038188,0.99615116,99.61511555,0.60811814,0.44236139,0.16575675,1,0,1,0,0,1,0
50699,1,0.75980410,0.99918431,99.91843144,0.63845533,0.44553582,0.19291952,1,0,2,0,0,1,0
50799,1,0.68993804,0.99926241,99.92624121,0.64875187,0.44797984,0.20077203,0,1,0,0,0,1,0
50899,1,0.74999367,0.99997376,99.99737588,0.66900023,0.45099998,0.21800026,0,0,0,0,0,1,0
50999,1,0.71997176,0.99987248,99.98724830,0.67919454,0.45368970,0.22550484,0,0,0,0,0,1,0
51099,1,0.54860972,0.98719288,98.71928762,0.65307757,0.45463890,0.19843868,0,0,0,0,0,1,0
51199,1,0.70005611,0.99984822,99.98482197,0.66247328,0.45709307,0.20538021,0,0,0,0,0,1,0
51299,1,0.62145233,0.99761190,99.76118983,0.65426909,0.45873666,0.19553243,0,0,0,0,0,1,0
51399,1,0.75004531,0.99987019,99.98701910,0.67342433,0.46164975,0.21177459,0,0,0,0,0,1,0
51499,1,0.67011481,0.99979229,99.97922855,0.67276243,0.46373440,0.20902803,0,0,0,0,0,1,0
51599,1,0.85999930,0.99999501,99.99950088,0.71020980,0.46769705,0.24251276,0,0,0,0,0,1,0
51699,1,0.80002795,0.99996489,99.99648920,0.72817343,0.47102036,0.25715308,0,0,0,0,0,1,0
51799,1,0.74995803,0.99983125,99.98312516,0.73253035,0.47380973,0.25872062,0,0,0,0,0,1,0
51899,1,0.89999367,0.99993666,99.99366631,0.76602302,0.47807157,0.28795144,0,0,0,0,0,1,0
51999,1,0.82000200,0.99975727,99.97572674,0.77681881,0.48149088,0.29532794,0,0,0,0,0,1,0
52099,1,0.44220171,0.99444567,99.44456656,0.70989539,0.48109799,0.22879741,0,0,0,0,0,1,0
52199,1,0.83999925,0.99999530,99.99953023,0.73591616,0.48468700,0.25122917,0,0,0,0,0,1,0
52299,1,0.66999990,0.99999947,99.99994689,0.72273291,0.48654013,0.23619278,0,0,0,0,0,1,0
52399,1,0.56999982,0.99999952,99.99995229,0.69218629,0.48737472,0.20481157,0,0,0,0,0,1,0
52499,1,0.70998980,0.99984689,99.98468929,0.69574699,0.48960087,0.20614612,0,0,0,0,0,1,0
52599,1,0.81000318,0.99999570,99.99957004,0.71859823,0.49280490,0.22579333,0,0,0,0,0,1,0
52699,1,0.70392677,0.99437189,99.43718915,0.71566394,0.49491612,0.22074782,0,0,0,0,0,1,0
52799,1,0.82000461,0.99999384,99.99938381,0.73653207,0.49816700,0.23836507,0,0,0,0,0,1,0
52899,1,0.73033676,0.99939912,99.93991242,0.73529301,0.50048870,0.23480431,0,0,0,0,0,1,0
52999,1,0.73025915,0.99963485,99.96348543,0.73428624,0.50278640,0.23149983,0,0,0,0,0,1,0
53099,1,0.61010532,0.99960611,99.96061129,0.70945005,0.50385959,0.20559046,0,0,0,0,0,1,0
53199,1,0.61997863,0.99994078,99.99407756,0.69155577,0.50502078,0.18653499,0,0,0,0,0,1,0
53299,1,0.68040221,0.99907888,99.90788843,0.68932506,0.50677460,0.18255046,0,0,0,0,0,1,0
53399,1,0.60975321,0.99936208,99.93620764,0.67341069,0.50780438,0.16560630,0,0,0,0,0,1,0
53499,1,0.69984910,0.99949721,99.94972137,0.67869837,0.50972483,0.16897354,0,0,0,0,0,1,0
53599,1,0.66998525,0.99994147,99.99414730,0.67695575,0.51132743,0.16562831,0,0,0,0,0,1,0
53699,1,0.53967729,0.99797839,99.79783939,0.64950005,0.51161093,0.13788912,0,0,0,0,0,1,0
53799,1,0.54083103,0.99807966,99.80796584,0.62776625,0.51190313,0.11586312,0,0,0,0,0,1,0
53899,1,0.52034986,0.99862401,99.86240113,0.60628297,0.51198760,0.09429537,0,0,0,0,0,1,0
53999,1,0.47108512,0.99732148,99.73214823,0.57924340,0.51157858,0.06766483,0,0,0,0,0,1,0
54099,1,0.54135620,0.99676207,99.67620679,0.57166596,0.51187635,0.05978961,0,0,0,0,0,1,0
54199,1,0.42670856,0.99322160,99.32215973,0.54267448,0.51102467,0.03164981,0,0,0,0,1,1,0
54299,1,0.45005629,0.99954349,99.95434897,0.52415084,0.51041499,0.01373585,0,0,0,0,2,1,0
54399,1,0.43087799,0.99573521,99.57352053,0.50549627,0.50961962,-0.00412335,0,0,0,0,3,1,0
54499,1,0.32833699,0.99628683,99.62868265,0.47006442,0.50780679,-0.03774238,0,0,0,0,0,1,0
54599,1,0.44059615,0.99804586,99.80458600,0.46417076,0.50713469,-0.04296393,0,0,0,0,1,1,0
54699,1,0.56321571,0.99345595,99.34559524,0.48397975,0.50769550,-0.02371575,0,0,0,0,2,1,0
54799,1,0.65003448,0.99984106,99.98410601,0.51719070,0.50911889,0.00807181,0,0,0,0,0,1,0
54899,1,0.48015522,0.99951815,99.95181547,0.50978360,0.50882925,0.00095435,0,0,0,0,1,1,0
54999,1,0.55424999,0.99229989,99.22998949,0.51867688,0.50928346,0.00939342,0,0,0,0,2,1,0
55099,1,0.86731137,0.97968185,97.96818517,0.58840378,0.51286374,0.07554004,0,0,0,0,0,1,0
55199,1,1.00000000,0.96324376,96.32437638,0.67072302,0.51773510,0.15298792,0,0,0,0,0,1,0
55299,1,1.00000000,0.94492891,94.49289070,0.73657842,0.52255775,0.21402067,0,0,0,0,0,1,0
55399,1,1.00000000,0.97713319,97.71331867,0.78926273,0.52733217,0.26193056,0,0,0,0,0,1,0
55499,1,1.00000000,0.97950602,97.95060205,0.83141019,0.53205885,0.29935134,0,0,0,0,0,1,0
55599,1,1.00000000,0.99108609,99.10860945,0.86512815,0.53673826,0.32838989,0,0,0,0,0,1,0
55699,1,1.00000000,0.98248522,98.24852216,0.89210252,0.54137088,0.35073164,0,0,0,0,0,1,0
55799,1,1.00000000,0.99096044,99.09604353,0.91368202,0.54595717,0.36772485,0,0,0,0,0,1,0
55899,1,1.00000000,0.98900942,98.90094245,0.93094561,0.55049760,0.38044801,0,0,0,0,0,1,0
55999,1,1.00000000,0.96758244,96.75824361,0.94475649,0.55499262,0.38976387,0,0,0,0,0,1,0
56099,1,0.05861097,0.99512697,99.51269668,0.76752739,0.55002881,0.21749858,0,0,0,0,0,1,0
56199,1,0.35996297,0.99211578,99.21157838,0.68601450,0.54812815,0.13788635,0,0,0,0,0,1,0
56299,1,0.92983096,0.99759072,99.75907154,0.73477779,0.55194518,0.18283262,0,0,0,0,0,1,0
56399,1,0.91974842,0.99686482,99.68648170,0.77177192,0.55562321,0.21614871,0,0,0,0,0,1,0
56499,1,0.96996687,0.99889682,99.88968200,0.81141091,0.55976665,0.25164426,0,0,0,0,0,1,0
56599,1,0.98985757,0.98595730,98.59573046,0.84710024,0.56406755,0.28303269,0,0,0,0,0,1,0
56699,1,1.00000000,0.99231460,99.23146040,0.87768019,0.56842688,0.30925331,0,0,0,0,0,1,0
56799,1,1.00000000,0.99586566,99.58656554,0.90214415,0.57274261,0.32940154,0,0,0,0,0,1,0
56899,1,1.00000000,0.99925774,99.92577363,0.92171532,0.57701518,0.34470014,0,0,0,0,0,1,0
56999,1,1.00000000,0.99961497,99.96149716,0.93737226,0.58124503,0.35612723,0,0,0,0,0,1,0
57099,1,0.91977380,0.99717691,99.71769099,0.93385257,0.58463032,0.34922225,0,0,0,0,0,1,0
57199,1,0.96994221,0.99739951,99.73995098,0.94107050,0.58848344,0.35258706,0,0,0,0,0,1,0
57299,1,1.00000000,0.99788973,99.78897284,0.95285640,0.59259860,0.36025779,0,0,0,0,0,1,0
57399,1,0.99000078,0.99980360,99.98036027,0.96028527,0.59657263,0.36371265,0,0,0,0,0,1,0
57499,1,1.00000000,0.99862808,99.86280782,0.96822822,0.60060690,0.36762132,0,0,0,0,0,1,0
57599,1,1.00000000,0.99888963,99.88896257,0.97458258,0.60460083,0.36998174,0,0,0,0,0,1,0
57699,1,1.00000000,0.99987603,99.98760286,0.97966606,0.60855482,0.37111124,0,0,0,0,0,1,0
57799,1,1.00000000,0.99973805,99.97380490,0.98373285,0.61246927,0.37126357,0,0,0,0,0,1,0
57899,1,0.98999817,0.99981711,99.98171073,0.98498591,0.61624456,0.36874135,0,0,0,0,0,1,0
57999,1,0.98999694,0.99969449,99.96944857,0.98598812,0.61998209,0.36600603,0,0,0,0,0,1,0
58099,1,0.96357357,0.96176079,96.17607889,0.98150521,0.62341800,0.35808721,0,0,0,0,0,1,0
58199,1,0.94626369,0.94733376,94.73337639,0.97445691,0.62664646,0.34781045,0,0,0,0,0,1,0
58299,1,0.98999693,0.99969346,99.96934584,0.97756491,0.63027996,0.34728495,0,0,0,0,0,1,0
58399,1,0.96990421,0.99681724,99.68172428,0.97603277,0.63367621,0.34235657,0,0,0,0,0,1,0
58499,1,0.98002998,0.99964945,99.96494460,0.97683221,0.63713974,0.33969247,0,0,0,0,0,1,0
58599,1,0.96985574,0.99509125,99.50912548,0.97543692,0.64046690,0.33497002,0,0,0,0,0,1,0
58699,1,0.98000642,0.99827716,99.82771606,0.97635082,0.64386230,0.33248852,0,0,0,0,0,1,0
58799,1,0.98999398,0.99939834,99.93983400,0.97907945,0.64732362,0.33175584,0,0,0,0,0,1,0
58899,1,0.97000291,0.99399104,99.39910393,0.97726414,0.65055041,0.32671373,0,0,0,0,0,1,0
58999,1,0.96998767,0.99958917,99.95891749,0.97580885,0.65374478,0.32206407,0,0,0,0,0,1,0
59099,1,0.83638863,0.99010046,99.01004571,0.94792480,0.65557122,0.29235358,0,0,0,0,0,1,0
59199,1,0.92994227,0.99904076,99.90407556,0.94432830,0.65831493,0.28601337,0,0,0,0,0,1,0
59299,1,0.96995044,0.99835055,99.83505470,0.94945273,0.66143129,0.28802144,0,0,0,0,0,1,0
59399,1,0.93989292,0.99795546,99.79554639,0.94754077,0.66421590,0.28332486,0,0,0,0,0,1,0
59499,1,0.93976998,0.99593130,99.59312990,0.94598661,0.66697144,0.27901517,0,0,0,0,0,1,0
59599,1,0.89952514,0.99526458,99.52645826,0.93669431,0.66929698,0.26739733,0,0,0,0,0,1,0
59699,1,0.93975888,0.99599188,99.59918839,0.93730723,0.67200160,0.26530563,0,0,0,0,0,1,0
59799,1,0.91992255,0.99693775,99.69377534,0.93383029,0.67448081,0.25934948,0,0,0,0,0,1,0
59899,1,0.88002785,0.99636364,99.63636391,0.92306980,0.67653628,0.24653352,0,0,0,0,0,1,0
